Louisville,119.2,88.2,0.9696,29–5,29,34,54,43.8,40.4,38.2,14.9,25.2,37.3,32.9,69.1,53,43.9,37.1,29.1,12.4,7.2,54.2,49.9,35.6,30.7,69,76.47226292652293,80.55,1.8434313137372529,2014,-0.7,0.4539473679999999,58.07208,,65.9,67.7,1.188,0.882,21.303758823529
Arizona,115,86.7,0.9626,30–4,30,34,51.6,42.2,41.7,34.5,16,19,37.2,26,64.5,50.9,40.5,35.6,31.4,10.7,7.7,57.5,45,26.5,26.2,64.6,77.55787084794719,81.23799999999999,1.0793746241731803,2014,0,-0.28947368399999984,82.86939999999998,,65.5,70.3,1.121,0.892,28.318861764706
Florida,115.9,88.8,0.9553,32–2,32,34,52.7,45.1,43.4,32.6,17.8,21.9,35.6,28.8,63.2,51.3,42.9,36.8,33.3,8.1,8.9,54.8,46.9,35.3,31.5,63.4,77.51088742810188,80.1735,1.9930013997200557,2014,1,0.7105263160000002,69.32220000000001,,66.1,68.9,1.114,0.913,29.066688235294
Duke,126.1,97.8,0.949,26–8,26,34,54,49,39.3,40.2,14.4,18.7,35.1,31.7,65.4,50.8,50,39.4,30.5,7.5,9.8,54.5,44.2,39,24,66.8,77.87240537240538,80.6455,1.3727254549090184,2014,-1.6,-1.848684211,86.76036,,72.6,68.8,1.198,1.022,30.879491176471
Virginia,113.2,88.4,0.945,28–6,28,34,50.6,43.9,42.4,32.3,16.8,18.8,34.8,26.4,60.5,48.9,41.8,36.5,31.9,11.9,9.6,56.8,50.1,29.6,33.9,61.3,78.34832159138003,80.675,1.4518903780756145,2014,-0.9,-1.2894736839999998,71.94724000000001,,66.3,66.9,1.086,0.911,30.369426470588
Wisconsin,121.9,96.6,0.9355,26–7,26,33,53.1,47.5,44.1,25.9,12.6,15.6,27.9,27.7,63.8,51.3,46.2,37.3,34.3,8.3,9,50.1,39.5,39.3,25.3,64.3,76.94610044916293,80.8955,1.6824635072985408,2014,1.7,1.6710526319999999,66.98,,74.4,71.8,1.152,1.012,32.853448484848
Creighton,126.5,100.4,0.9345,26–7,26,33,59.3,48,34.3,32.9,15.2,15.1,28.1,27.8,65.5,56.2,46.8,42.1,33.6,3.8,8.9,64.5,50.8,44.7,34.8,65.6,76.52784102670255,79.99700000000001,2.4158,2014,-0.6,-0.8486842109999999,27.10404,,75.2,69.5,1.214,1.029,26.415451515152
Kansas,120.2,95.5,0.9337,24–9,24,33,54.5,47.1,48.9,45.8,19,16.3,37.1,29.1,68.8,55.7,44.1,34.5,35.9,14.6,8.2,55.2,51.6,29.2,31.1,68.3,77.61447039199332,81.07600000000001,0.7300539892021598,2014,-1,-1.3289473680000001,89.06248,,71.1,67.5,1.149,1.017,35.325754545455
Villanova,116.1,92.8,0.9293,28–4,28,32,54,46.6,45,38.7,17.2,20.2,33.1,28.9,67.5,53.9,43.4,36.1,35.4,10.8,7.5,60.7,54,44.6,32.7,67.4,77.53172021146808,79.6625,1.5421831267493,2014,-0.9,-1.3289473680000001,68.54892000000001,,71.3,70.4,1.142,0.968,27.21625625
Michigan St.,118.4,94.8,0.928,26–8,26,34,54.5,46.2,33.5,39.1,17.1,18.3,33.5,27.7,66.1,52.1,44,39.1,33.2,14.1,7.9,62.4,50.4,35.8,37,66.3,77.07324969647915,80.3535,1.6637965558670404,2014,1.1,1.453947368,82.5354,,69.3,71.8,1.137,0.978,32.172064705882
