Florida,117.6,85.6,0.9747,26–7,26,33,55.8,42.7,29.1,30.2,17.7,22.4,34,28.6,62.7,54.9,41.5,38,30.1,9.7,7.8,56.5,50.2,40.5,33.1,62.7,77.1194560669456,80.49950000000001,2.172365526894622,2013,0.1,1.151315789,74.0488,,68.1,64.7,1.143,0.857,24.663775757576
Indiana,122.5,89.9,0.9723,27–6,27,33,55.2,44,46,27.7,19.1,21.2,39.7,31.5,67.5,52.2,43,41.1,30.6,9.6,10.7,54.1,44.7,32.1,32.9,68.1,77.48359276398821,81.63600000000001,1.6792717086834728,2013,-0.8,-1.2894736839999998,80.89524,,74.5,70.4,1.176,0.918,32.801284848485
Louisville,112.6,83.5,0.9689,29–5,29,34,49.5,44,38.8,33.7,18.7,27.6,38.4,33.7,66.7,49.5,42.7,33.1,31.2,12.1,8.7,58,50.4,30.3,33.5,67.5,76.63425734381465,80.23150000000001,1.7256902761104445,2013,2.3,2.710526316,70.48132000000001,,71.1,64.8,1.085,0.855,31.558497058824
Gonzaga,119.4,90.3,0.9613,30–2,30,32,55.5,44.2,41,29.5,17.1,20.9,37.4,30.2,65.1,55.9,42.1,36.4,31.8,8.2,8,54.3,46.9,31.1,38,65.2,77.4835341365462,81.97300000000001,1.7672465506898627,2013,-1.4,-2.289473684,33.185320000000004,,71.2,68,1.181,0.914,22.395215625
Kansas,112.3,86,0.9556,29–5,29,34,53.4,41.5,39.7,33.1,19.9,18.7,34.3,28.8,67.6,52.7,39,36.7,30.7,17.9,8,58.8,51.1,29.6,36.2,67.7,78.2425585813806,81.397,1.8650269946010791,2013,-0.3,-1.2894736839999998,78.41047999999999,,73.3,69,1.099,0.896,27.946623529412
Duke,118,91.3,0.9503,27–5,27,32,54.4,45.7,37.7,31.4,15.6,20.9,29.4,32.9,68.7,51.1,46.3,40.6,29.3,9,7.6,53.7,39.6,33.3,26.8,68.1,76.89705288655632,81.4305,1.7850000000000001,2013,0.8,0.6710526319999999,84.19972,,73.2,71.6,1.14,0.953,29.847928125
Ohio St.,113.4,89.3,0.9398,26–7,26,33,50.8,45.2,34.2,28.4,16.6,20.7,32.2,27.6,63.6,50,43.6,35.1,32,12.7,7.3,53.2,48.2,31.1,35.7,65,77.55733277939342,80.24249999999999,1.6386722655468904,2013,0.7,0.6710526319999999,82.68224,,69.3,69.8,1.086,0.908,34.43233030303
Michigan,120.4,95,0.9385,25–7,25,32,54.4,47.9,28.7,22.9,14.3,18.9,32.5,29.6,63.8,53.5,46.9,37.5,33.2,7.7,8.2,51.1,52.6,34,35,64.8,77.27211880359758,79.704,0.7841999999999998,2013,2.6,3.4539473679999997,74.35432,,71,68.1,1.157,0.979,32.67993125
Wisconsin,108.4,85.7,0.9372,23–11,23,34,49.2,43,29.9,25.6,15.6,18,32.6,26.7,61.4,48.5,42.7,33.4,29.2,10.6,7,56.3,40.4,39.7,24.8,62.1,76.85535494460402,80.2625,1.822435512897422,2013,-1.3,-1.157894736,59.9182,,63.3,69.1,1.052,0.897,37.132511764706
Georgetown,106.8,84.6,0.9358,25–6,25,31,51.4,42.8,37,33.6,20.1,22.6,30.6,31.3,62,50.4,41.3,35.8,30.5,11.3,9.7,64.4,56.1,32.6,34.1,62.1,78.00903305276124,80.34849999999999,1.2125574885022994,2013,-1.8,-2.328947368,83.62756,,68,66.5,1.025,0.885,31.6643
